Protein,KBase_derived_bin.038.fastaCALY_dastool_bins.RAST.proteins
K00208,NODE_1469_length_17528_cov_13.384250_4
K00647,NODE_15835_length_4509_cov_10.361473_6
K01716,NODE_15835_length_4509_cov_10.361473_5
K02372,NODE_1048_length_21253_cov_12.989999_5
K09458,NODE_399_length_34469_cov_14.249346_13
K01897,NODE_231_length_44717_cov_13.777954_17.NODE_967_length_22211_cov_10.097897_19
K00249,NODE_1040_length_21390_cov_14.090930_3
K01692,NODE_611_length_28199_cov_12.696063_11
K01640,NODE_159_length_53152_cov_12.380681_36
K00655,NODE_3243_length_11231_cov_14.699177_6
K00570,NODE_399_length_34469_cov_14.249346_18
K00981,NODE_1179_length_19839_cov_13.082036_13
K01613,NODE_159_length_53152_cov_12.380681_52
K17103,NODE_159_length_53152_cov_12.380681_53
K00602,NODE_231_length_44717_cov_13.777954_5
K00764,NODE_399_length_34469_cov_14.249346_32
K01588,NODE_15261_length_4604_cov_14.911849_4
K01589,NODE_15261_length_4604_cov_14.911849_3
K01756,NODE_159_length_53152_cov_12.380681_55
K01923,NODE_524_length_30560_cov_12.534896_20
K01933,NODE_524_length_30560_cov_12.534896_11
K01945,NODE_935_length_22665_cov_14.928793_13
K11175,NODE_524_length_30560_cov_12.534896_12
K23264,NODE_524_length_30560_cov_12.534896_21
K23265,NODE_524_length_30560_cov_12.534896_22
K23269,NODE_763_length_25222_cov_13.334207_4
K00940,NODE_78_length_68787_cov_12.912719_26
K01939,NODE_8655_length_6328_cov_15.039853_3
K00088,NODE_966_length_22216_cov_13.064167_3
K00942,NODE_1673_length_16334_cov_12.901038_7
K13481,NODE_2516_length_12984_cov_13.591616_11.NODE_2516_length_12984_cov_13.591616_12
K13482,NODE_2516_length_12984_cov_13.591616_10
K00254,NODE_8840_length_6252_cov_12.667258_7
K00609,NODE_8305_length_6494_cov_14.433142_6
K00762,NODE_399_length_34469_cov_14.249346_23
K01465,NODE_399_length_34469_cov_14.249346_22.NODE_8305_length_6494_cov_14.433142_3
K01591,NODE_395_length_34523_cov_13.733550_26
K01955,NODE_4886_length_8815_cov_12.527511_2
K01956,NODE_6745_length_7323_cov_11.463814_4
K01937,NODE_8655_length_6328_cov_15.039853_5
K09903,NODE_1179_length_19839_cov_13.082036_16
K00525,NODE_474_length_31944_cov_12.635141_30.NODE_4924_length_8779_cov_13.466988_1
K00943,NODE_1164_length_20036_cov_13.010560_5
K01494,NODE_1392_length_18109_cov_13.443170_19
K01520,NODE_680_length_26868_cov_13.779585_27
K00058,NODE_395_length_34523_cov_13.733550_23
K00831,NODE_395_length_34523_cov_13.733550_22
K01079,NODE_395_length_34523_cov_13.733550_21
K00003,NODE_3206_length_11302_cov_13.586734_8
K00133,NODE_22_length_111760_cov_12.683461_15
K00928,NODE_3872_length_10151_cov_14.370741_5
K01733,NODE_5149_length_8549_cov_15.416294_3
K00108,NODE_1045_length_21283_cov_12.535048_9
K00130,NODE_1045_length_21283_cov_12.535048_8
K00640,NODE_1718_length_16078_cov_11.601261_4.NODE_78_length_68787_cov_12.912719_64
K01738,NODE_399_length_34469_cov_14.249346_14
K00789,NODE_1392_length_18109_cov_13.443170_6
K00548,NODE_1483_length_17433_cov_13.942744_7.NODE_524_length_30560_cov_12.534896_18
K00651,NODE_2270_length_13748_cov_12.866063_15
K14155,NODE_22_length_111760_cov_12.683461_55.NODE_4924_length_8779_cov_13.466988_3
K01251,NODE_2896_length_11985_cov_13.688097_10
