Protein,BinSanityLC-kmean-bin_55-bin_4-refined_9.proteins
K01920,c_000002214769_1
K00677,c_000001545343_19
K00748,c_000001545343_17
K00912,c_000000015380_3.c_000001803648_22
K02517,c_000002260264_19
K02527,c_000000015380_2.c_000001803648_21.c_000002303167_1.c_000004694573_12
K02535,c_000002697992_10
K02536,c_000001927292_10
K09949,c_000001545343_18
K00979,c_000002328620_13
K01627,c_000002328620_14
K15894,c_000003120340_4
K00788,c_000002880531_29.c_000003680316_1
K00941,c_000002880531_30
K03153,c_000002708282_31.c_000006285996_2
K00949,c_000002455472_5.c_000003602318_2
K00878,c_000002880531_28
K00793,c_000002886198_7
K00794,c_000002886198_5
K01497,c_000001150656_3
K11752,c_000002886198_11
K11753,c_000000499052_9
K14652,c_000002886198_6
K00097,c_000002331499_30
K00275,c_000004191106_9
K03474,c_000002835133_35
K00969,c_000002875010_11
K01916,c_000002560062_32
K00859,c_000002527266_26
K00954,c_000002886198_2
K03525,c_000000351996_42
K13038,c_000000807999_22
K03644,c_000000443881_6
K03801,c_000001018374_44
K00796,c_000000062475_3.c_000002031518_4
K00950,c_000002835133_39
K01633,c_000000062475_2
K09007,c_000003971107_5
K11754,c_000000485391_4.c_000002835133_4
K03635,c_000000765480_23.c_000002150212_2
K03637,c_000001927292_41
K03638,c_000000062291_2
K03639,c_000002072157_7.c_000002359961_2
K03750,c_000002194664_2.c_000002389938_11.c_000002708282_27.c_000003333169_11
K01698,c_000002908162_16
K01719,c_000000765480_12.c_000001808023_1
K01749,c_000000383573_18
K02302,c_000001985123_14
K00228,c_000000678706_8
K00643,c_000001927292_38
K01599,c_000000383573_17
K01772,c_000002974325_6
K01885,c_000001461981_17.c_000004694573_6
K02495,c_000000530843_7.c_000002303167_17
K08973,c_000002527266_28
K00595,c_000000383573_21
K02188,c_000000351996_10
K02224,c_000000351996_9
K03394,c_000000383573_20
K03795,c_000000383573_23
K05895,c_000000351996_11
K05936,c_000002121760_3
K06042,c_000000383573_22
K13541,c_000000383573_19
K02230,c_000001771694_13.c_000002999135_1
K09882,c_000004517415_2
K09883,c_000002697992_2
K00768,c_000002425584_3
K00798,c_000002708282_53
K02226,c_000000807999_19
K02227,c_000000383573_25
K02231,c_000000807999_20
K02232,c_000001184365_5
K02233,c_000002425584_2
K19221,c_000001771694_11
K00568,c_000004707509_2
K03179,c_000000765480_26
K03183,c_000001726778_8
K00099,c_000002260264_12
K00919,c_000002534345_6
K01662,c_000003131750_6
K03526,c_000001927292_36
K03527,c_000002835133_41
K12506,c_000002331499_14
K00795,c_000003131750_7
K00067,c_000002835133_14
K00973,c_000002835133_15
K01710,c_000002835133_13
K01790,c_000002835133_12
K02078,c_000001997686_26
K20940,c_000000766717_2
K01055,c_000004563373_1
K00074,c_000000678706_3
K01912,c_000000134475_2.c_000002560062_20
K15866,c_000001414473_1.c_000001461981_14
K00529,c_000003950386_12
K12340,c_000000619531_2
K03196,c_000000057208_21
K02575,c_000005119021_6.c_000005119021_7
